name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
MOA-2007-BLG-192L b,Confirmed,0.01,0.005,0.015,,,,,,,,,,0.66,0.14,0.14,,,,,,,0.000943,2008,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2007-BLG-192L,272.0166667,-27.15,,19.81,19.6,,,700.0,120.0,120.0,,,,0.06,0.012,0.012,,,,M,,,,,,,,,
MOA-2007-BLG-400L b,Confirmed,0.9,0.4,0.4,,,,,,,,,,0.85,0.25,0.25,,,,,,,0.000142,2008,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2007-BLG-400L,272.425,-29.2241667,,,,,,6000.0,,,,,,0.35,0.15,0.15,,,,,,,,,,,,,
MOA-2008-BLG-310L b,Confirmed,0.23,0.05,0.05,,,,,,,,,,1.25,0.1,0.1,,,,,,,0.000208,2009,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2008-BLG-310L,268.5583333,-34.7780556,,,,23.38,,6000.0,nan,inf,,,,0.67,0.14,0.14,,,,,,,,,,,,,
MOA-2009-BLG-319 b,Confirmed,0.157,0.075,0.138,,,,,,,,,,2.0,0.4,0.4,,,,,,,0.000328,2010,2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2009-BLG-319,271.7416667,-26.8197222,,,,,,6100.0,1.2,1.2,,,,0.38,0.18,0.18,,,,K,,,,,,,,,
MOA-2009-BLG-387L b,Confirmed,2.6,1.6,4.1,,,,,,,1970.0,1.6,1.6,1.8,0.7,0.7,,,,,,,0.000316,2011,2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2009-BLG-387L,268.4625,-33.9902778,,,,,,5700.0,2200.0,2200.0,,,,0.19,0.12,0.12,,,,M,,,,,,,,,
MOA-2010-BLG-477L b,Confirmed,1.5,0.3,0.8,,,,,,,,,,2.0,1.0,1.0,,,,,,,0.00087,2012,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2010-BLG-477L,271.5291667,-31.4544444,,,,,,2300.0,600.0,600.0,,,,0.67,0.13,0.13,,,,K,,,,,,,,,
MOA-2011-BLG-293L b,Confirmed,4.8,0.3,0.3,,,,,,,,,,1.1,0.1,0.1,,,,,,,0.00014,2012,2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-293L,268.9125,-28.4769444,,,,,,7700.0,440.0,440.0,,,,0.86,0.06,0.06,,,,,,,,,,,,,
MOA-bin-1 b,Confirmed,3.7,2.1,2.1,,,,,,,,,,8.3,4.5,4.5,,,,,,,0.001627,2012,2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-bin-1,267.7916667,-29.7938889,,23.0,,,,5100.0,1200.0,1200.0,,,,0.75,0.33,0.33,,,,,,,,,,,,,
NGC 2423 3 b,Confirmed,10.6,,,10.6,,,,,,714.3,5.3,5.3,2.1,,,0.21,0.07,0.07,,,,0.002742,2007,2007-11-27,18.0,10.0,10.0,53213.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,NGC 2423 3,114.2875,-13.9066667,9.45,,,,,766.0,,,0.14,0.09,0.09,2.4,0.2,0.2,,,,,0.75,,,,,,,,
NGC 4349 No 127 b,Confirmed,19.8,,,19.8,,,,,,677.8,6.2,6.2,2.38,,,0.19,0.07,0.07,,,,0.001094,2007,2007-11-27,61.0,19.0,19.0,54114.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,NGC 4349 No 127,186.0333333,-61.8716667,7.4,,,,,2176.0,,,,,,3.9,0.3,0.3,,,,,0.21,,,,,,,,
NN Ser (AB) c,Confirmed,6.91,0.54,0.54,,,,,,,5660.0,165.0,165.0,5.38,0.2,0.2,0.0,,,,,,0.01076,2010,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,NN Ser (AB),238.2333333,12.9130556,16.6,,,,,500.0,,,,,,0.646,,,,,,WD+M,,,,,,,IR Excess,,
NN Ser (AB) d,Confirmed,2.28,0.38,0.38,,,,,,,2830.0,130.0,130.0,3.39,0.1,0.1,0.2,0.02,0.02,,,,0.00678,2009,2016-02-26,74.0,4.0,4.0,2454515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,NN Ser (AB),238.2333333,12.9130556,16.6,,,,,500.0,,,,,,0.646,,,,,,WD+M,,,,,,,IR Excess,,
OGLE-2003-BLG-235L b,Confirmed,2.6,0.8,0.8,,,,,,,,,,5.1,1.6,1.6,,,,,,,0.000981,2004,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2003-BLG-53 b,,OGLE-2003-BLG-235L,271.3166667,-28.895,,19.7,,,,5200.0,,,,,,0.63,0.08,0.08,,,,,,,,,,,,,MOA-2003-BLG-53
OGLE-2005-071L b,Confirmed,3.5,0.3,0.3,,,,,,,3600.0,0.0,0.0,3.6,0.2,0.2,,,,,,,0.001091,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-071L,267.5375,-34.6730556,,19.5,,,,3300.0,400.0,400.0,,,,0.46,0.04,0.04,,,,,,,,,,,,,
OGLE-2005-169L b,Confirmed,0.0444,0.003,0.003,,,,,,,,,,4.0,0.6,2.2,,,,,,,0.001037,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,OGLE-2005-169L,271.5208333,-30.7325,,20.4,,,,4100.0,400.0,400.0,,,,0.69,0.02,0.02,,,,K5,,,,,,,,,
OGLE-2005-390L b,Confirmed,0.017,,,,,,,,,3500.0,,,2.1,,,,,,,,,0.000323,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-390L,268.5791667,-30.3772222,,15.7,,,,6500.0,,,,,,0.22,,,,,,M,,,,,,,,,
OGLE-2006-109L b,Confirmed,0.727,0.06,0.06,,,,,,,1790.0,548.0,548.0,2.3,0.5,0.5,,,,64.0,7.0,7.0,0.001523,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2006-109L c,Confirmed,0.271,0.022,0.022,,,,,,,4931.0,1750.0,1750.0,4.5,1.0,1.0,0.15,0.1,0.1,64.0,8.0,8.0,0.00298,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2007-BLG-368L b,Confirmed,0.0694,,,,,,,,,,,,3.3,8.8,8.8,,,,,,,0.000559,2008,2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2007-BLG-368L,269.1083333,-32.2375,,,,,,5900.0,1400.0,1400.0,,,,0.64,0.26,0.26,,,,,,,,,,,,,
OGLE-TR-10 b,Confirmed,0.68,0.15,0.15,,,,1.72,0.11,0.11,3.10129,1e-05,1e-05,0.04162,4e-05,4e-05,0.0,,,84.5,0.6,0.6,2.8e-05,2004,2014-08-16,,,,,,,,,,2453890.678,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,OGLE-TR-10,267.8666667,-29.8761111,,14.93,,,,1500.0,,,0.28,0.1,0.1,1.18,0.04,0.04,1.16,0.06,0.06,G or K,1.1,86.0,86.0,6075.0,,,,,
OGLE-TR-111 b,Confirmed,0.54,0.1,0.1,,,,1.077,0.075,0.075,4.01451,4.1e-06,4.1e-06,0.047,0.001,0.001,0.0,,,88.1,0.5,0.5,3.1e-05,2004,2016-02-26,,,,,,,,,,2453470.5676,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,OGLE-TR-111,163.325,-61.4055556,,15.55,,,,1500.0,,,0.12,0.28,0.28,0.82,0.15,0.15,0.831,0.031,0.031,G or K,1.1,nan,inf,5070.0,400.0,400.0,,,
OGLE-TR-113 b,Confirmed,1.24,0.17,0.17,,,,1.11,0.05,0.05,1.4324772,1.2e-06,1.2e-06,0.0229,0.0002,0.0002,0.0,,,89.4,0.6,0.6,1.5e-05,2004,2016-02-26,,,,,,,,,,2453471.7782,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,OGLE-TR-113,163.1,-61.4466667,,14.42,,,,1500.0,,,0.14,0.14,0.14,0.78,0.02,0.02,0.765,0.025,0.025,K,0.7,,,4752.0,130.0,130.0,,,
OGLE-TR-132 b,Confirmed,1.17,0.14,0.14,,,,1.23,0.07,0.07,1.689868,3e-06,3e-06,0.0306,0.0008,0.0008,0.0,,,83.4,1.3,1.3,2e-05,2004,2010-12-16,,,,,,,,,,2453142.5912,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,OGLE-TR-132,162.6416667,-61.9569444,,15.72,,,,1500.0,,,0.37,0.07,0.07,1.26,0.03,0.03,1.34,0.08,0.08,F,,,,6210.0,59.0,59.0,,,
OGLE2-TR-L9 b,Confirmed,4.34,1.48,1.48,,,,1.614,0.083,0.083,2.4855335,7e-07,7e-07,0.0308,0.0005,0.0005,,,,79.8,0.3,0.3,3.4e-05,2007,2010-12-06,,,,,,,,,,2454492.79765,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,OGLE2-TR-L9,166.9791667,-61.1461111,,13.97,13.51,13.25,13.12,900.0,,,-0.05,0.2,0.2,1.52,0.08,0.08,1.53,0.04,0.04,F3,0.66,,,6933.0,58.0,58.0,,,
PSR 1257 12 b,Confirmed,7e-05,,,,,,,,,25.262,0.003,0.003,0.19,,,0.0,,,,,,0.00038,1992,2014-02-25,360.0,,,2449765.1,0.3,0.3,,,,,,,,,,,,,,,,49765.1,0.2,0.2,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,PSR 1257 12,195.0166667,12.6822222,,,,,,710.0,40.0,40.0,,,,,,,,,,,1.0,0.0,0.0,,,,,,
PSR 1257 12 c,Confirmed,0.013,,,,,,,,,66.5419,0.0001,0.0001,0.36,,,0.0186,0.0002,0.0002,53.0,4.0,4.0,0.00072,1992,2014-02-25,250.4,6.0,6.0,2449768.1,0.1,0.1,,,,,,,,,,,,,,,,49768.1,0.1,0.1,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,PSR 1257 12,195.0166667,12.6822222,,,,,,710.0,40.0,40.0,,,,,,,,,,,1.0,0.0,0.0,,,,,,
PSR 1257 12 d,Confirmed,0.012,0.0006,0.0006,,,,,,,98.2114,0.0002,0.0002,0.46,,,0.0252,0.0002,0.0002,47.0,3.0,3.0,0.00092,1992,2014-02-25,108.3,5.0,5.0,2449765.5,0.1,0.1,,,,,,,,,,,,,,,,49766.5,0.1,0.1,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,PSR 1257 12,195.0166667,12.6822222,,,,,,710.0,40.0,40.0,,,,,,,,,,,1.0,0.0,0.0,,,,,,
PSR B1620-26 b,Confirmed,2.5,1.0,1.0,,,,,,,36525.0,0.0,0.0,23.0,0.0,0.0,,,,,,,0.006053,2003,2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,PSR B1620-26,245.9083333,-26.5313889,24.0,,,,,3800.0,,,,,,1.35,,,,,,,,,,,,,,,
SWEEPS-04 ,Confirmed,3.8,inf,nan,,,,0.81,0.1,0.1,4.2,,,0.055,,,,,,87.0,nan,inf,6e-06,2006,2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,SWEEPS-04,269.725,-29.1891667,18.8,,,,,8500.0,0.0,0.0,,,,1.24,,,1.18,,,,,,,,,,,,
SWEEPS-11 ,Confirmed,9.7,5.6,5.6,,,,1.13,0.21,0.21,1.796,,,0.03,,,,,,84.0,nan,inf,4e-06,2006,2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,SWEEPS-11,269.7625,-29.1983333,19.83,,,,,8500.0,0.0,0.0,,,,1.1,,,1.45,,,,,,,,,,,,
TrES-1 ,Confirmed,0.761,0.05,0.05,,,,1.099,0.035,0.035,3.0300722,2e-07,2e-07,0.0393,0.0007,0.0007,0.0,,,88.4,0.3,0.3,0.00025,2004,2013-05-31,,,,,,,,,,2453186.80634,5.1e-05,5.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,TrES-1,286.0375,36.6325,11.79,,,,,157.0,6.0,6.0,0.001,0.004,0.004,0.88,0.07,0.07,0.85,0.05,0.05,K0V,2.5,1.4,1.4,,,,,,
TrES-2 ,Confirmed,1.253,0.052,0.052,,,,1.189,0.025,0.025,2.4706133738,1.87e-08,1.87e-08,0.03555,0.00075,0.00075,0.0,,,83.908,0.009,0.009,0.000162,2006,2014-09-01,,,,,,,,,,2453957.6354991,1.29e-05,1.29e-05,,,,,,,,,,,,,,,,1455.0,,,,,,,,,Submitted to a professional journal,Transit,,,,,TrES-2,286.8083333,49.3163889,11.41,,,,,220.0,10.0,10.0,-0.15,0.1,0.1,0.98,0.062,0.062,1.0,0.036,0.036,G0V,5.1,2.7,2.7,5850.0,50.0,50.0,,,
TrES-3 ,Confirmed,1.91,0.07,0.06,,,,1.305,0.09,0.09,1.30618608,3.8e-07,3.8e-07,0.0226,0.0013,0.0013,0.0,,,82.15,0.21,0.21,,2007,2014-05-22,,,,,,,,,,2454538.58069,0.00021,0.00021,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,TrES-3,268.0291667,37.5461111,12.4,,,,,,,,-0.19,0.08,0.08,0.924,0.04,0.04,0.813,0.027,0.027,G,,,,5720.0,150.0,150.0,,,
TrES-4 ,Confirmed,0.917,0.07,0.07,,,,1.706,0.056,0.056,3.5539268,3.2e-06,3.2e-06,0.05084,0.0005,0.0005,0.0,,,82.81,0.37,0.37,0.000106,2007,2012-12-28,,,,,,,,,,2454230.90524,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Transit,,,,,TrES-4,268.3041667,37.2116667,11.592,,,,,479.0,26.0,26.0,0.14,0.09,0.09,1.388,0.042,0.042,1.798,0.052,0.052,F,2.9,0.3,0.3,6200.0,75.0,75.0,,,
TrES-5 ,Confirmed,1.778,0.063,0.063,,,,1.209,0.021,0.021,1.4822446,7e-07,7e-07,0.02446,0.0001069,0.0001069,,,,84.529,0.005,0.005,6.8e-05,2011,2011-09-05,,,,,,,,,,2455443.25153,0.0001069,0.0001069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,TrES-5,305.2208333,59.4491667,13.72,,,,,360.0,11.0,11.0,0.2,0.08,0.08,0.893,0.024,0.024,0.866,0.013,0.013,,7.38,1.87,1.87,5171.0,36.0,36.0,,,
UScoCTIO 108 b,Confirmed,14.0,8.0,2.0,,,,,,,,,,670.0,,,,,,,,,4.62069,2007,2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,UScoCTIO 108,241.475,-18.3119444,,15.65,14.42,15.07,,145.0,2.0,2.0,,,,0.057,0.02,0.02,,,,M7,0.011,0.002,0.002,2600.0,100.0,100.0,,,
V391 Peg b,Confirmed,3.2,0.7,0.7,,,,,,,1170.0,44.0,44.0,1.7,0.1,0.1,0.0,,,,,,0.001214,2007,2014-08-22,,,,,,,2452418.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Pulsar,,,,,V391 Peg,331.05,26.4188889,14.57,,15.17,15.16,15.38,1400.0,180.0,180.0,,,,0.5,0.05,0.05,0.23,0.03,0.03,sdB,10.0,nan,inf,29300.0,500.0,500.0,,,
WASP-10 b,Confirmed,3.16,0.23,0.23,,,,1.08,0.02,0.02,3.0927616,1.82e-05,1.82e-05,0.0371,0.0013,0.0013,0.057,0.005,0.005,86.8,0.5,0.5,0.000412,2008,2014-05-30,2.737,0.166,0.166,,,,,,,2454357.85803,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Transit,,,,,WASP-10,348.9916667,31.4627778,12.7,,,,,90.0,20.0,20.0,0.03,0.2,0.2,0.71,0.071,0.071,0.783,0.043,0.043,K5,0.8,0.2,0.2,4675.0,100.0,100.0,,,
WASP-11-HAT-P-10 b,Confirmed,0.46,0.028,0.028,,,,1.045,0.033,0.033,3.722469,6.7e-06,6.7e-06,0.0439,0.0009,0.0009,0.0,,,89.8,0.1,0.1,0.000351,2008,2015-08-20,,,,,,,,,,2456308.235598,0.000107,0.000107,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Transit,,,,,WASP-11-HAT-P-10,47.3708333,30.6736111,11.89,,,,,125.0,5.0,5.0,0.13,0.08,0.08,0.82,0.03,0.03,0.81,0.02,0.02,K3V,11.2,4.1,4.1,4980.0,60.0,60.0,,,
WASP-13 b,Confirmed,0.485,0.058,0.042,,,,1.365,0.062,0.034,4.353011,1.3e-05,1.3e-05,0.05379,0.00059,0.00077,0.0,,,85.64,0.24,0.24,0.000345,2008,2014-05-23,,,,,,,,,,2455575.5136,0.0016,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Transit,,,,,WASP-13,140.1041667,33.8825,10.42,,,,,156.0,18.0,18.0,0.0,0.2,0.2,,,,,,,G1V,,,,5826.0,100.0,100.0,,,
WASP-14 b,Confirmed,7.341,0.496,0.508,,,,1.281,0.082,0.075,2.2437661,1.1e-06,1.1e-06,0.036,0.001,0.001,0.087,0.002,0.002,84.79,0.67,0.67,0.000225,2008,2014-05-23,252.9,0.5,0.5,,,,,,,2454963.93676,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,WASP-14,218.275,21.8947222,9.75,,,,,160.0,20.0,20.0,0.0,0.2,0.2,1.211,0.122,0.122,1.306,0.073,0.073,F5V,0.75,0.25,0.25,6475.0,100.0,100.0,,,
WASP-15 b,Confirmed,0.542,0.05,0.05,,,,1.428,0.077,0.077,3.7520656,2.8e-06,2.8e-06,0.0499,0.0018,0.0018,0.0,,,85.5,0.5,0.5,0.000162,2008,2013-06-18,,,,,,,,,,2454584.69823,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Transit,,,,,WASP-15,208.9291667,-32.1597222,10.9,,,,,308.0,,,-0.17,0.11,0.11,1.18,0.12,0.12,1.477,0.072,0.072,F7,3.9,1.3,1.3,6300.0,100.0,100.0,,,
WASP-18 b,Confirmed,10.43,0.4,0.4,,,,1.165,0.077,0.077,0.9414518,4e-07,4e-07,0.02047,0.00038,0.00038,0.0088,0.0012,0.0012,86.0,2.5,2.5,0.000205,2009,2018-01-09,269.0,3.0,3.0,,,,,,,2454221.48163,0.00038,0.00038,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,H2O,WASP-18,24.3541667,-45.6777778,9.3,,,,,100.0,10.0,10.0,0.0,0.09,0.09,1.24,0.04,0.04,1.23,0.045,0.045,F6,0.63,0.53,0.53,6400.0,100.0,100.0,,,
WASP-2 b,Confirmed,0.847,0.045,0.045,,,,1.079,0.033,0.033,2.15222144,4e-07,4e-07,0.03138,0.011,0.011,0.0,,,84.73,0.19,0.19,0.000218,2006,2013-05-31,,,,,,,,,,2453991.5153,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Transit,,,,,WASP-2,307.725,6.4294444,11.98,,,,,144.0,,,-0.08,0.08,0.08,0.84,0.11,0.11,0.834,0.08,0.08,K1V,,,,5150.0,80.0,80.0,,,
WASP-22 b,Confirmed,0.617,0.0172,0.00318,0.617,0.017,0.0028,1.199,0.027,0.046,3.5327313,5.8e-06,5.8e-06,0.04698,0.00037,0.00037,0.0,,,88.26,0.91,0.91,0.000157,2010,2015-12-18,,,,,,,,,,2455497.39967,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,Velocity,Transit,,,WASP-22,52.8166667,-23.8197222,12.0,,,,,300.0,,,-0.05,0.08,0.08,1.1,0.3,0.3,1.13,0.03,0.03,,,,,6000.0,100.0,100.0,,,
WASP-25 b,Confirmed,0.58,0.04,0.04,,,,1.26,0.06,0.06,3.76483,5e-05,5e-05,0.0474,0.0004,0.0004,0.0,,,87.7,0.5,0.5,0.00028,2010,2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Transit,,,,,WASP-25,195.3583333,-27.5222222,11.9,,,,,169.0,,,-0.05,0.1,0.1,1.0,0.03,0.03,0.95,0.04,0.04,G4,,,,5750.0,100.0,100.0,,,
WASP-26 b,Confirmed,1.028,0.021,0.021,,,,1.281,0.075,0.075,2.7566004,6.7e-06,6.7e-06,0.03985,0.00033,0.00033,0.0,,,82.91,0.46,0.46,0.000159,2010,2014-07-24,,,,,,,,,,2455228.38842,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,,WASP-26,4.6041667,-15.2672222,11.3,,,,,250.0,15.0,15.0,-0.02,0.09,0.09,1.12,0.03,0.03,1.34,0.06,0.06,G0,6.0,2.0,2.0,5950.0,100.0,100.0,,,
WASP-28 b,Confirmed,0.907,0.043,0.043,,,,1.213,0.042,0.042,3.40883,6e-06,6e-06,0.04469,0.00076,0.00076,0.046,0.03,0.03,88.61,0.67,0.67,0.000136,2010,2014-02-07,,,,,,,,,,2455290.40519,0.0003,0.0003,,,,8.0,18.0,18.0,,,,,,,,,,1468.0,,,,,,,,,Submitted to a professional journal,Transit,,,,,WASP-28,353.6166667,-1.58,12.0,,,,,410.0,70.0,70.0,-0.29,0.1,0.1,1.021,0.05,0.05,1.094,0.031,0.031,F8-G0,5.0,3.0,2.0,6150.0,140.0,140.0,,,
WASP-29 b,Confirmed,0.242897146273,0.0201050876254602,0.0201050876254602,,,,0.84128975161,0.0347935316148303,0.0553127938492173,3.922727,4e-06,4e-06,0.0457,0.0006,0.0006,0.03,0.03,0.03,88.8,0.7,0.7,0.000571,2010,2014-05-21,,,,,,,,,,2455320.2431,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Transit,,,,,WASP-29,357.8791667,-39.9066667,11.3,,,,,80.0,,,0.11,0.14,0.14,0.825,0.033,0.033,0.846,0.048,0.048,K4V,15.0,8.0,8.0,4800.0,150.0,150.0,,,
WASP-3 b,Confirmed,2.06,0.13,0.13,,,,1.454,0.084,0.084,1.8468372,6e-07,6e-07,0.0313,0.0001,0.0001,0.0,,,85.06,0.16,0.16,0.00014,2007,2012-11-02,,,,,,,,,,2454605.55915,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Transit,,,,,WASP-3,278.6333333,35.6616667,10.64,,,,,223.0,,,0.0,0.2,0.2,1.24,0.11,0.11,1.31,0.12,0.12,F7V,,,,6400.0,100.0,100.0,,,
WASP-31 b,Confirmed,0.478,0.03,0.03,,,,1.537,0.06,0.06,3.405909,5e-06,5e-06,0.04657,0.00034,0.00034,0.0,,,84.54,0.027,0.027,0.000116,2010,2017-02-09,,,,,,,,,,2455192.6887,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Transit,,,,K,WASP-31,169.4375,-19.0547222,11.7,,,,,400.0,0.0,0.0,-0.19,0.09,0.09,1.16,0.026,0.026,1.24,0.04,0.04,F,,1.0,1.0,6200.0,100.0,100.0,,,
WASP-33 b,Confirmed,2.1,0.1,0.1,,,,1.603,0.014,0.014,1.21986967,4.5e-07,4.5e-07,0.02558,0.00023,0.00023,0.0,,,87.7,1.8,1.8,0.000221,2010,2015-09-30,,,,,,,,,,2454590.17936,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Transit,,,,,WASP-33,36.7125,37.5505556,8.3,,,,,116.0,16.0,16.0,0.1,0.2,0.2,1.495,0.031,0.031,1.444,0.034,0.034,A5,,,,7400.0,200.0,200.0,,,
WASP-37 b,Confirmed,1.8,0.17,0.17,,,,1.16,0.06,0.07,3.577471,1.1e-05,1.1e-05,0.04339,0.00152,0.00152,0.0,,,88.78,0.83,0.83,0.000128,2010,2014-05-23,,,,,,,,,,2455338.6189,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Transit,,,,,WASP-37,221.9458333,1.065,12.7,,,,,338.0,41.0,41.0,-0.4,0.12,0.12,0.849,0.04,0.04,0.977,0.042,0.042,G2,11.0,4.0,4.0,5800.0,150.0,150.0,,,
